icgc_sample_id,gene_symbol,# mutations at gene
SA73646,ANKRD30BL,1
SA73646,SLC16A14,5
SA73646,CXCR1,1
SA73646,SPTA1,1
SA73646,MB21D1,1
SA73646,FREM1,6
SA73646,METTL3,12
SA73646,ARHGAP42,3
SA73646,A2ML1,2
SA73646,PATL1,1
SA73646,MMP26,2
SA73646,ABCA3,3
SA73646,ACOX2,6
SA73646,MFF,16
SA73646,SIGLEC7,6
SA73646,ARL13B,8
SA73646,CNGB3,1
SA73646,CST1,2
SA73646,INSR,3
SA73646,KCNG3,2
SA73646,PDE7B,1
SA73646,RSL1D1,12
SA73646,FGG,12
SA73646,OR5A2,1
SA73646,AGXT,3
SA73646,OR4D9,1
SA73646,SULT1B1,2
SA73646,CMKLR1,7
SA73646,WDR49,5
SA73646,VWA3A,5
SA73646,TSPEAR,1
SA73646,MYO1D,7
SA73646,MAGEB6,1
SA73646,RCC2,3
SA73646,OR51E1,1
SA73646,OR4C15,1
SA73646,GABRG3,2
SA73646,LIMK2,8
SA73646,SLC8A1,14
SA73646,CTNNA3,3
SA73646,GPATCH8,6
SA73646,DYNC2H1,3
SA73646,KCNJ11,5
SA73646,ZNF286A,14
SA73646,FANCM,4
SA73646,CARD9,8
SA73646,LCOR,1
SA73646,OR8B8,1
SA73646,RAD54B,5
SA73646,BLM,12
SA73646,SVIL,5
SA73646,C5AR1,2
SA73646,DCHS2,1
SA73646,OR51D1,1
SA73646,SIRPA,3
SA73646,POTEH,2
SA73646,L3MBTL3,7
SA73646,RNY4P19,1
SA73646,RNU6-1164P,1
SA73646,RNA5-8SP5,1
SA73646,OOEP,1
SA73646,KHDC3L,1
SA73646,PAGE3,2
SA73646,SNORD61,1
SA73646,TRIM64C,1
SA73646,MIR663B,1
SA73646,,1
SA73646,KRTAP10-9,2
SA73646,,1
SA73646,,1
SA73646,GNG12-AS1,2
SA73646,CDC27P1,1
SA73646,CTBP2P8,1
SA73646,MYCBP2-AS1,1
SA73646,OR4A47,1
SA73646,,2
SA73646,,3
SA73646,RN7SL258P,1
SA73646,RGAG1,3
SA73646,PTCHD4,3
SA73646,,1
SA73646,RNU6-277P,1
SA73646,,1
SA73646,,1
SA73646,TBC1D26,4
SA73646,OR4A48P,1
SA73646,OR4R1P,1
SA73646,,1
SA73646,,1
SA73646,A2ML1-AS1,1
SA73646,,2
SA73646,,1
SA73646,,2
SA73646,,2
SA73646,,1
SA73646,,1
SA73646,,1
SA73646,,1
SA73646,,1
SA73646,,1
SA73646,,1
SA73646,,1
SA73730,ZFP64,6
SA73730,POLQ,1
SA73730,TRO,13
SA73730,TUBE1,9
SA73730,SYNJ2,4
SA73730,ATP8B1,2
SA73730,SIGLEC1,2
SA73730,MYO15A,3
SA73730,SGSM3,14
SA73730,CCM2L,3
SA73730,PRKD2,11
SA73730,HOXA1,2
SA73730,HOXA2,1
SA73730,CBLB,5
SA73730,PRDM2,10
SA73730,CDK18,23
SA73730,ACOT2,3
SA73730,RCL1,7
SA73730,PIK3CA,2
SA73730,CHD6,6
SA73730,STX16,21
SA73730,FAM83C,1
SA73730,SGO1,16
SA73730,ACTN4,8
SA73730,TMCC2,8
SA73730,SLCO5A1,8
SA73730,TP53,17
SA73730,CASK,8
SA73730,ARHGAP36,5
SA73730,TMEM219,18
SA73730,DIP2C,1
SA73730,TTN,6
SA73730,PPARGC1B,6
SA73730,PFKFB1,3
SA73730,ZNF326,5
SA73730,ZSWIM2,1
SA73730,ZBTB39,1
SA73730,SIMC1,9
SA73730,OR10A4,1
SA73730,GPR34,2
SA73730,CD8B,6
SA73730,C9orf131,7
SA73730,DSG4,2
SA73730,CADM2,3
SA73730,MUC16,1
SA73730,NT5C1B,5
SA73730,SDHAP1,8
SA73730,CCDC30,9
SA73730,SLX4,1
SA73730,MKL1,5
SA73730,FAM3C,3
SA73730,SHISA4,3
SA73730,RNU6-536P,1
SA73730,RNA5SP298,1
SA73730,AGPAT1,9
SA73730,NBPF22P,2
SA73730,,1
SA73730,PPT2,2
SA73730,,1
SA73730,HOTAIRM1,6
SA73730,FAM83C-AS1,1
SA73730,,1
SA73730,TTN-AS1,2
SA73730,RDH14,2
SA73730,EGFL8,6
SA73730,RN7SL338P,1
SA73730,EIF6,8
SA73730,RN7SL364P,1
SA73730,,3
SA73730,NT5C1B-RDH14,2
SA73730,STX16-NPEPL1,1
SA73730,LSM14A,5
SA73730,PPT2-EGFL8,7
SA73730,NT5CP1,1
SA73730,,1
SA73730,DSG1-AS1,3
SA73730,,3
SA73730,,1
SA73779,SNX11,14
SA73779,SPRTN,5
SA73779,TCEB3,2
SA73779,SPTB,5
SA73779,SMC1A,2
SA73779,EPB41L1,8
SA73779,CDIP1,13
SA73779,GANAB,33
SA73779,CD40,6
SA73779,LPIN2,3
SA73779,LAMA1,2
SA73779,HMOX2,14
SA73779,TMEM87A,10
SA73779,CNTNAP1,2
SA73779,EZH1,8
SA73779,CCDC34,2
SA73779,PHC1,10
SA73779,EDEM3,3
SA73779,ASH1L,5
SA73779,EXOC8,2
SA73779,SLAMF1,4
SA73779,HEATR1,2
SA73779,PTK2B,10
SA73779,ZMYM2,12
SA73779,NDFIP1,3
SA73779,PNISR,7
SA73779,EPSTI1,5
SA73779,SYT6,7
SA73779,WNT2B,3
SA73779,CD101,2
SA73779,ZNF670-ZNF695,2
SA73779,STX17,9
SA73779,TP53,17
SA73779,SETDB1,6
SA73779,CERS2,14
SA73779,ATP6V1B2,5
SA73779,POLR3A,2
SA73779,TNKS1BP1,4
SA73779,TXNDC11,8
SA73779,CARNMT1,4
SA73779,UBR1,3
SA73779,BRINP3,3
SA73779,TRIM58,1
SA73779,INTU,5
SA73779,KCTD19,5
SA73779,PFKFB3,17
SA73779,FSHR,7
SA73779,TLR10,6
SA73779,TCHHL1,1
SA73779,INTS5,3
SA73779,HYKK,5
SA73779,FAM221A,7
SA73779,PLEKHG4,9
SA73779,ZNF785,4
SA73779,ZNF695,6
SA73779,IGLV5-48,1
SA73779,IGLV1-47,1
SA73779,GANC,10
SA73779,GRXCR1,1
SA73779,,1
SA73779,,1
SA73779,,2
SA73779,TCEB3-AS1,1
SA73779,KRR1P1,1
SA73779,OR2W3,1
SA73779,,2
SA73779,,1
SA73779,,3
SA73779,,2
SA73779,,1
SA73779,,1
SA73779,,1
SA73779,,1
SA73910,FHL1,18
SA73910,CDH1,10
SA73910,KLHL20,2
SA73910,ZFHX4,10
SA73910,SYDE2,2
SA73910,TBL1X,6
SA73910,WDR91,5
SA73910,TBC1D12,3
SA73910,MED23,9
SA73910,ZNF541,6
SA73910,MAP7D3,1
SA73910,UNC13C,3
SA73910,ARRDC4,2
SA73910,LRIG1,6
SA73910,ENPP3,2
SA73910,IQCC,2
SA73910,TMEM234,13
SA73910,FAM102A,12
SA73910,APLF,4
SA73910,SDR16C5,3
SA73910,MGA,7
SA73910,B4GAT1,1
SA73910,BRMS1,9
SA73910,IMPDH2,12
SA73910,C3orf38,4
SA73910,MUC16,1
SA73910,PTCH1,9
SA73910,WDR86,4
SA73910,QRICH1,9
SA73910,KRTAP4-1,1
SA73910,MRPS18B,5
SA73910,PPP1R10,3
SA73910,DCDC2B,2
SA73910,,1
SA73910,KRTAP9-1,3
SA73910,,1
SA73910,,3
SA73910,,1
SA73910,,1
SA73917,THSD7A,1
SA73917,RNH1,11
SA73917,CUL1,3
SA73917,CROCC,8
SA73917,EPN1,6
SA73917,NCBP3,6
SA73917,CLDND1,2
SA73917,CACNA1S,2
SA73917,PCDHGA2,1
SA73917,CDIP1,11
SA73917,HMOX2,14
SA73917,RAB11A,9
SA73917,FKBP8,16
SA73917,DNAH1,3
SA73917,PIK3CA,1
SA73917,RALY,10
SA73917,RHPN2,4
SA73917,LOXL2,6
SA73917,ZCCHC11,7
SA73917,PRPF38A,1
SA73917,CKAP2,4
SA73917,TNS3,6
SA73917,TINAG,1
SA73917,VWA9,11
SA73917,THSD7B,4
SA73917,PPRC1,5
SA73917,CACNA1C,23
SA73917,EPS8,7
SA73917,GBP5,6
SA73917,LRP8,10
SA73917,CACNA1D,5
SA73917,AGL,7
SA73917,ZNF281,3
SA73917,CNST,3
SA73917,WDR82,4
SA73917,TMEM71,8
SA73917,,4
SA73917,PTDSS2,7
SA73917,SLC22A1,5
SA73917,VWA3A,6
SA73917,UBQLN3,2
SA73917,DSCAML1,2
SA73917,OR5AK2,1
SA73917,CCSER1,6
SA73917,ZFP69,3
SA73917,OR2L13,2
SA73917,HBG2,2
SA73917,LAMA2,2
SA73917,MYH6,2
SA73917,SLC22A6,6
SA73917,RYR3,2
SA73917,MIRLET7G,1
SA73917,PCDHGA1,1
SA73917,MUC12,2
SA73917,HBE1,2
SA73917,OR5K2,1
SA73917,,1
SA73917,,1
SA73917,,1
SA73917,CDRT1,2
SA73917,,1
SA73917,,1
SA73917,PCDHGB1,1
SA73917,PCDHGA3,1
SA73917,PCDHGA4,1
SA73917,,1
SA73917,,1
SA74051,CYP51A1,4
SA74051,THSD7A,2
SA74051,PNPLA4,4
SA74051,TENM1,4
SA74051,HIVEP2,3
SA74051,AKAP8L,20
SA74051,NUB1,11
SA74051,TYMP,8
SA74051,ARHGAP6,10
SA74051,LY75,3
SA74051,PSD,6
SA74051,FAM3A,21
SA74051,RDH11,11
SA74051,MRVI1,15
SA74051,ZZEF1,2
SA74051,EXOSC7,1
SA74051,NFKB2,6
SA74051,AMPH,16
SA74051,RIF1,9
SA74051,SLC13A1,4
SA74051,ZMPSTE24,3
SA74051,WBP11,4
SA74051,TNRC6A,6
SA74051,XYLB,4
SA74051,TMEM38B,3
SA74051,TOP3B,8
SA74051,TCF20,4
SA74051,ARSA,10
SA74051,DAAM1,9
SA74051,STAG2,1
SA74051,MCF2,10
SA74051,CENPI,4
SA74051,GSPT1,8
SA74051,TJP3,6
SA74051,SLC5A5,1
SA74051,SNX8,3
SA74051,NUDT1,7
SA74051,LHX3,1
SA74051,ARHGAP21,5
SA74051,PSMD3,3
SA74051,ICAM2,16
SA74051,LGALS3BP,19
SA74051,MYH1,1
SA74051,TRIM2,8
SA74051,ACCS,11
SA74051,DUSP16,5
SA74051,ADGRD1,7
SA74051,C7,4
SA74051,SLC4A3,10
SA74051,PLEKHB2,10
SA74051,ATP6V0B,13
SA74051,B4GALT2,5
SA74051,PHF3,1
SA74051,LYZL1,2
SA74051,ADRA1A,12
SA74051,TBX22,5
SA74051,LRP1,4
SA74051,ACVR1C,4
SA74051,MYH2,3
SA74051,MACF1,14
SA74051,AKAP9,6
SA74051,HERC2,2
SA74051,SHBG,20
SA74051,EPB41L4A,1
SA74051,SCO2,6
SA74051,H19,14
SA74051,PNPLA7,4
SA74051,PPFIA1,7
SA74051,DPH2,18
SA74051,LPIN3,2
SA74051,SLC41A1,3
SA74051,LYVE1,1
SA74051,HRK,1
SA74051,RNFT2,6
SA74051,HILPDA,4
SA74051,MTO1,9
SA74051,MAP3K7,6
SA74051,SMPD2,3
SA74051,MICAL1,6
SA74051,ANKRD36,2
SA74051,HUS1,1
SA74051,C7orf69,2
SA74051,SLC28A2,3
SA74051,CENPE,3
SA74051,LGR5,6
SA74051,GAS2L3,6
SA74051,GALNS,11
SA74051,SAT2,14
SA74051,PIK3R5,12
SA74051,TP53,17
SA74051,SECTM1,1
SA74051,COL6A2,6
SA74051,CD53,6
SA74051,EIF2D,5
SA74051,SNRNP200,7
SA74051,THSD7B,4
SA74051,AGTR1,9
SA74051,PSD2,1
SA74051,TRIM41,9
SA74051,ATXN7L1,6
SA74051,NR6A1,5
SA74051,SERPINH1,15
SA74051,ABCB9,15
SA74051,ANO4,4
SA74051,ASTN1,4
SA74051,IGSF10,2
SA74051,SEMA3D,2
SA74051,OBSCN,8
SA74051,CXADR,6
SA74051,ZFYVE27,10
SA74051,ALS2CR11,4
SA74051,MALSU1,4
SA74051,EIF4A2,28
SA74051,WDR66,3
SA74051,PKD1L1,1
SA74051,BRSK1,6
SA74051,KCNJ3,3
SA74051,CLEC3B,3
SA74051,GRIK3,2
SA74051,RFC4,6
SA74051,RELL2,6
SA74051,SLC13A4,2
SA74051,ADCY1,4
SA74051,QSOX2,2
SA74051,TCP11L2,1
SA74051,SPRED1,2
SA74051,DCHS1,1
SA74051,C16orf45,1
SA74051,KIAA0430,12
SA74051,VPS39,9
SA74051,CYB5D2,4
SA74051,GSDMA,1
SA74051,ZNF597,1
SA74051,DNAJC7,16
SA74051,LRP1B,3
SA74051,MUC17,4
SA74051,ALK,2
SA74051,ABCG4,6
SA74051,NADSYN1,12
SA74051,CD7,7
SA74051,GOLGA6L2,4
SA74051,LINGO2,2
SA74051,SLC26A9,6
SA74051,C1orf127,5
SA74051,P2RY2,3
SA74051,ZNF169,4
SA74051,OR11H4,1
SA74051,POLE,5
SA74051,MRVI1-AS1,3
SA74051,FAM20C,3
SA74051,ODF3B,9
SA74051,SMCO3,1
SA74051,TMEM150B,6
SA74051,PNPLA1,4
SA74051,C12orf60,3
SA74051,IQGAP3,2
SA74051,PIWIL3,4
SA74051,ZNF93,4
SA74051,DDX53,1
SA74051,THNSL1,2
SA74051,SESTD1,6
SA74051,PEAR1,5
SA74051,EYS,3
SA74051,CFAP77,3
SA74051,C8orf76,2
SA74051,,8
SA74051,SMIM10L2B,2
SA74051,MAP3K5,1
SA74051,C2orf27A,3
SA74051,ZNF311,2
SA74051,FCHSD1,10
SA74051,MPZL1,8
SA74051,ARHGEF15,6
SA74051,SNORA63,1
SA74051,,1
SA74051,MALRD1,3
SA74051,IGLV11-55,1
SA74051,TRAJ52,1
SA74051,TRAJ50,1
SA74051,TRAJ49,1
SA74051,TRAJ48,1
SA74051,TRAJ47,1
SA74051,TRAJ46,1
SA74051,RAD51AP2,1
SA74051,MIR1228,1
SA74051,SNORA81,1
SA74051,,1
SA74051,PRR29,11
SA74051,,1
SA74051,,1
SA74051,,1
SA74051,,1
SA74051,,1
SA74051,LINC01219,1
SA74051,PTCHD1-AS,2
SA74051,SNORD2,1
SA74051,MIR1972-2,2
SA74051,,1
SA74051,LRRD1,1
SA74051,,1
SA74051,UGT1A9,3
SA74051,UGT1A1,6
SA74051,INMT,3
SA74051,UGT1A10,6
SA74051,C7orf73,2
SA74051,UGT1A7,6
SA74051,,3
SA74051,,1
SA74051,TRAJ51,1
SA74051,LY75-CD302,2
SA74051,ALG1L2,1
SA74051,RNU5B-3P,1
SA74051,IGLVI-56,1
SA74051,FAM86HP,5
SA74051,,1
SA74051,INMT-FAM188B,2
SA74051,PDXDC2P,8
SA74051,,1
SA74051,,2
SA74051,,1
SA74051,,1
SA74051,,1
SA74051,,1
SA74051,,1
SA74051,,1
SA74051,MIR4277,1
SA74051,SNORA4,1
SA74051,,1
SA74051,MIR4663,1
SA74051,,1
SA74051,,1
SA74051,,1
SA74051,,2
SA74051,,1
SA74051,MYHAS,1
SA74051,,1
SA74123,PNKP,11
SA74123,PLEKHH1,13
SA74123,ACTN1,12
SA74123,RAD54L,4
SA74123,WDR7,3
SA74123,HDAC6,24
SA74123,MAP3K1,3
SA74123,PIGH,10
SA74123,JAG1,2
SA74123,PTOV1,19
SA74123,PIK3CG,5
SA74123,BACH2,6
SA74123,EGR1,1
SA74123,POLR3GL,4
SA74123,PIK3CA,1
SA74123,IL13RA2,2
SA74123,PRICKLE4,10
SA74123,BMP2,1
SA74123,NCAN,3
SA74123,UBE4B,6
SA74123,RFX1,2
SA74123,DCAF15,6
SA74123,LRRC41,4
SA74123,MYH8,1
SA74123,FRS3,2
SA74123,FHDC1,2
SA74123,SLAIN1,8
SA74123,GATA6,2
SA74123,CNNM2,3
SA74123,FAM57B,5
SA74123,DOC2A,5
SA74123,SNX22,7
SA74123,CXCR1,1
SA74123,MELTF,3
SA74123,USP49,1
SA74123,PPIB,3
SA74123,C16orf92,4
SA74123,CEL,2
SA74123,FAM86JP,4
SA74123,ARL6IP6,5
SA74123,TTC3,12
SA74123,AHNAK2,21
SA74123,ZFP36L1,7
SA74123,ZNF669,6
SA74123,ALG1L,1
SA74123,RNU6-702P,1
SA74123,TOMM6,2
SA74123,,4
SA74123,XIST,10
SA74123,,1
SA74123,HMGN1P3,1
SA74123,,1
SA74123,WDR7-OT1,1
SA74123,PTOV1-AS2,3
SA74123,TSIX,1
SA74123,,2
SA74123,MYHAS,1
SA74207,RABEP1,7
SA74207,PTPN23,6
SA74207,MEF2C,14
SA74207,USP48,5
SA74207,NUP88,2
SA74207,CEP85L,9
SA74207,SCAP,4
SA74207,PPP1R7,18
SA74207,PRAMEF1,2
SA74207,FAM53C,3
SA74207,CSN1S1,6
SA74207,DYSF,12
SA74207,PLEKHA6,2
SA74207,GBP5,6
SA74207,CDC25C,10
SA74207,PPP1R16A,6
SA74207,FNDC1,4
SA74207,FAT3,3
SA74207,ZNF180,9
SA74207,MFSD3,3
SA74207,GPT,7
SA74207,CHD7,5
SA74207,VWC2L,2
SA74207,ZNF285B,2
SA74207,CD163L1,4
SA74207,DHTKD1,2
SA74207,KCNK4,10
SA74207,,2
SA74207,HRNR,1
SA74207,LRBA,8
SA74207,ASAH2B,4
SA74207,,1
SA74207,TRBV4-1,1
SA74207,ARHGEF33,7
SA74207,TEX40,2
SA74207,NBPF1,5
SA74207,,1
SA74207,TRBV3-1,1
SA74207,FLG-AS1,2
SA74207,,2
SA74207,,1
SA74207,,1
SA74285,TG,3
SA74285,WNK1,10
SA74285,ZXDC,3
SA74285,MKRN2,3
SA74285,CLASRP,11
SA74285,EFNB3,1
SA74285,CEP126,2
SA74285,UNC93A,2
SA74285,GLTSCR1L,2
SA74285,ATAD2B,2
SA74285,DUSP1,1
SA74285,TRIM6,11
SA74285,SESN2,1
SA74285,CDX4,2
SA74285,RAF1,8
SA74285,BTBD3,13
SA74285,POSTN,6
SA74285,UNC13C,3
SA74285,MORN3,3
SA74285,WRAP53,10
SA74285,FLG,1
SA74285,TAF1,7
SA74285,TUBBP5,3
SA74285,PLIN4,1
SA74285,ZNF296,1
SA74285,TVP23B,7
SA74285,FBXW10,5
SA74285,DMRT2,6
SA74285,EGR3,5
SA74285,KPNA2,5
SA74285,ZNF320,9
SA74285,OPCML,5
SA74285,KRT14,3
SA74285,NHLRC1,1
SA74285,FAM47B,1
SA74285,HBG2,1
SA74285,GGT3P,2
SA74285,,1
SA74285,FLG-AS1,2
SA74285,,1
SA74285,,1
SA74285,,1
SA74285,TRIM6-TRIM34,1
SA7434,TSPOAP1,11
SA7434,NUP160,3
SA7434,NGEF,9
SA7434,PPP1R13B,12
SA7434,BRPF3,11
SA7434,DDX17,9
SA7434,FZD3,2
SA7434,GATA3,3
SA7434,PIK3CA,3
SA7434,PDE11A,2
SA7434,TEX15,2
SA7434,NCOR1,4
SA7434,ATP1B1,5
SA7434,DNAAF1,6
SA7434,RUNX1,10
SA7434,SP140L,8
SA7434,RNA5SP259,1
SA7434,PABPC4L,2
SA74430,SENP1,11
SA74430,PIK3CA,1
SA74430,CHD6,3
SA74430,EFNB2,1
SA74430,TUBGCP3,4
SA74430,FOXA1,6
SA74430,DOCK10,4
SA74430,APPL2,11
SA74430,TTC6,1
SA74430,POLG,4
SA74430,FGF18,1
SA74430,PCYT1A,12
SA74430,ZNF75A,8
SA74430,SLC51A,3
SA74430,KCNQ3,4
SA74430,TMEM247,2
SA74430,NHS,2
SA74430,SLC30A10,5
SA74430,PKHD1L1,1
SA74430,CYP2D7,5
SA74430,,2
SA74430,,1
SA74430,NDUFA6-AS1,3
SA74430,,2
SA74430,,1
SA74430,,1
SA74441,ABCB5,5
SA74441,BRCA1,18
SA74441,UBR7,7
SA74441,FHL1,18
SA74441,USH2A,2
SA74441,WDR37,4
SA74441,WISP2,6
SA74441,SLC9A7,1
SA74441,NAV3,6
SA74441,CYP2W1,5
SA74441,ADAM11,5
SA74441,ARHGEF1,12
SA74441,LXN,2
SA74441,TCF20,4
SA74441,GSTZ1,19
SA74441,DIDO1,2
SA74441,AXIN1,4
SA74441,GSPT1,5
SA74441,SPG11,6
SA74441,LIMK1,6
SA74441,DDX50,2
SA74441,FBXW4,3
SA74441,PITX3,2
SA74441,GRPEL1,1
SA74441,AMBRA1,9
SA74441,PAPD7,4
SA74441,ITK,1
SA74441,LCT,2
SA74441,RCOR3,11
SA74441,STAG1,5
SA74441,RAD23B,3
SA74441,LGALSL,5
SA74441,ELOVL3,1
SA74441,NXPH1,5
SA74441,NCOA3,4
SA74441,GCM2,1
SA74441,ARMCX5,9
SA74441,TRPM4,9
SA74441,TNNT3,17
SA74441,SLC6A8,10
SA74441,SYT11,2
SA74441,IL6ST,13
SA74441,MSI1,3
SA74441,GCC2,5
SA74441,PWP1,5
SA74441,ETNK1,4
SA74441,ASXL3,2
SA74441,ESCO1,2
SA74441,TP53,17
SA74441,TRPM2,5
SA74441,CCDC150,6
SA74441,PXDNL,2
SA74441,ADGRL3,16
SA74441,EPG5,2
SA74441,SYCP2L,1
SA74441,MED7,1
SA74441,FAM122B,8
SA74441,AGAP1,6
SA74441,LYPD5,7
SA74441,CFAP221,7
SA74441,ALPP,3
SA74441,ALPPL2,1
SA74441,LMOD3,3
SA74441,IL17RC,18
SA74441,CRELD1,7
SA74441,CFAP100,12
SA74441,FAT3,3
SA74441,HSPA12A,2
SA74441,SAAL1,8
SA74441,NDUFV1,28
SA74441,GFM1,5
SA74441,TAS2R1,3
SA74441,ZNF804A,1
SA74441,FAM71B,1
SA74441,PKHD1,1
SA74441,CHD7,5
SA74441,ZNF318,3
SA74441,TADA2B,5
SA74441,NET1,7
SA74441,GPR156,4
SA74441,LPCAT4,3
SA74441,FMR1NB,2
SA74441,ZNF619,9
SA74441,EDC3,9
SA74441,LYNX1,8
SA74441,KIAA2026,4
SA74441,MX2,6
SA74441,C11orf72,2
SA74441,NUTM1,3
SA74441,SMTNL2,4
SA74441,COL27A1,6
SA74441,WDHD1,6
SA74441,CSAG1,4
SA74441,GPRASP1,5
SA74441,,1
SA74441,MAGEA12,3
SA74441,SDHAP2,1
SA74441,,1
SA74441,AFG3L1P,14
SA74441,,2
SA74441,,3
SA74441,,1
SA74441,DOC2GP,2
SA74441,,1
SA74441,IGKV2-24,1
SA74441,LINC00969,9
SA74441,CSAG4,3
SA74441,KCNK15-AS1,3
SA74441,,1
SA74441,IGKV2-23,1
SA74441,,1
SA74441,HIGD1AP5,1
SA74441,,1
SA74441,,1
SA74441,,1
SA74441,,2
SA74441,ARMCX5-GPRASP2,12
SA74441,,1
SA74567,KMT2E,10
SA74567,CDH1,4
SA74567,FAT2,1
SA74567,RNF215,5
SA74567,FKBP8,16
SA74567,PIK3CA,2
SA74567,NXF5,8
SA74567,SHBG,20
SA74567,PPM1B,11
SA74567,ZFHX3,2
SA74567,SAT2,14
SA74567,ITGB3BP,12
SA74567,MCL1,3
SA74567,ATM,5
SA74567,KCNMA1,14
SA74567,NPHS1,2
SA74567,AR,5
SA74567,OR2T34,1
SA74567,CCDC157,4
SA74567,STK31,8
SA74567,RNA5SP429,1
SA74567,,1
SA74608,FAM50A,7
SA74608,HSD17B10,5
SA74608,MAP2,11
SA74608,CABIN1,6
SA74608,SUSD2,2
SA74608,TTLL1,4
SA74608,EIF5,21
SA74608,GABRE,11
SA74608,MSX2,2
SA74608,PIK3CA,1
SA74608,TRPM2,5
SA74608,ETNK2,11
SA74608,RIBC1,4
SA74608,ILK,16
SA74608,TAF10,5
SA74608,TPP1,3
SA74608,RGS7,10
SA74608,GDI1,7
SA74608,TRPM2-AS,2
SA74608,,1
SA74608,,1
SA74608,,1
SA74608,,1
SA74608,,1
SA74608,SNORA28,1
SA74710,WDR54,13
SA74710,MAMLD1,6
SA74710,AGBL5,1
SA74710,WDR47,9
SA74710,GCN1,1
SA74710,RPLP0,27
SA74710,RASAL1,9
SA74710,RTKN,4
SA74710,TNFSF4,3
SA74710,TMEM214,12
SA74710,SPDYE1,1
SA74710,PRDM16,9
SA74710,TRIP12,6
SA74710,C2orf81,1
SA74710,ADGRV1,2
SA74710,RAB40A,2
SA74710,NBEA,4
SA74710,YIPF6,4
SA74710,AKR1C4,2
SA74710,KHDC3L,1
SA74710,,2
SA74710,PPP2R2A,7
SA74710,,1
SA74710,,1
SA74710,,1
SA74710,,1
SA74710,LILRA4,3
SA74710,RNA5-8SP6,1
SA74710,PXN-AS1,5
SA74710,,1
SA74777,CDH1,6
SA74777,SLC9A7,1
SA74777,TPD52,19
SA74777,TSC22D1,5
SA74777,NR2E1,4
SA74777,FAAH,12
SA74777,FAM199X,2
SA74777,NDFIP1,3
SA74777,PDZD2,4
SA74777,SLC41A2,9
SA74777,PSEN2,11
SA74777,MUC4,17
SA74777,DOCK11,2
SA74777,MMS19,13
SA74777,RUNX1,10
SA74777,TUBBP5,3
SA74777,DACT1,6
SA74777,CLMN,4
SA74777,MBD6,15
SA74777,DCTN2,14
SA74777,ZNF613,6
SA74777,WBSCR17,1
SA74777,ATP6V0A2,4
SA74777,PNLIPRP1,22
SA74777,ADH1A,3
SA74777,POTEA,2
SA74777,MIR526B,1
SA74777,MIR520A,1
SA74777,MIR519C,1
SA74777,MIR519B,1
SA74777,MIR1283-1,1
SA74777,,1
SA74777,,2
SA74777,FTLP14,1
SA74777,,1
SA74777,ZNF350-AS1,2
SA74880,UBA6,3
SA74880,TRIT1,12
SA74880,PKP2,3
SA74880,PMS1,13
SA74880,DGKD,6
SA74880,OPHN1,3
SA74880,PGR,8
SA74880,SEMA5B,6
SA74880,CELF4,11
SA74880,LONP2,5
SA74880,NSUN5P2,5
SA74880,RNF167,14
SA74880,SLC25A11,5
SA74880,HHLA2,6
SA74880,DARS2,3
SA74880,MUC5B,2
SA74880,TNN,1
SA74880,ATF1,6
SA74880,KCNJ2,2
SA74880,SEMG2,1
SA74880,STK35,4
SA74880,DEFB129,1
SA74880,LRCH2,2
SA74880,CHD1L,5
SA74880,KRAS,1
SA74880,ZFC3H1,7
SA74880,CATSPERB,2
SA74880,DIAPH3,7
SA74880,RPRD1A,9
SA74880,TP53,17
SA74880,RPTOR,4
SA74880,MYH15,1
SA74880,AKAP4,8
SA74880,WDR17,5
SA74880,TRIP12,7
SA74880,CD109,3
SA74880,ST3GAL2,6
SA74880,SPPL3,7
SA74880,CCAR2,8
SA74880,OMA1,10
SA74880,KCNT2,7
SA74880,NLRP3,7
SA74880,FAM26D,4
SA74880,SLC4A2,9
SA74880,FASTK,17
SA74880,TMUB1,7
SA74880,AGBL1,3
SA74880,MYO5B,1
SA74880,IL1RAPL1,2
SA74880,MUC17,2
SA74880,PDCD6IP,5
SA74880,ZNF804A,1
SA74880,ASXL1,5
SA74880,ZNF274,15
SA74880,FBXW10,6
SA74880,DAB1,1
SA74880,TRAPPC3L,2
SA74880,GOLIM4,2
SA74880,A2M,5
SA74880,MUC20,8
SA74880,PARP10,12
SA74880,GRINA,10
SA74880,CHRM2,6
SA74880,CHST15,2
SA74880,GP1BA,1
SA74880,PCLO,2
SA74880,RELN,3
SA74880,POM121,5
SA74880,TRRAP,4
SA74880,ZNF121,4
SA74880,ZNF335,4
SA74880,RYR2,4
SA74880,L1CAM,13
SA74880,MT1M,2
SA74880,LYRM5,10
SA74880,GOLGA6L5P,3
SA74880,ANKRD18B,2
SA74880,,7
SA74880,LINC00969,9
SA74880,,1
SA74880,,1
SA74880,,1
SA74880,MT1JP,3
SA74880,,1
SA74880,,1
SA74880,,1
SA74880,WBP11P1,2
SA74982,CYP26B1,5
SA74982,BARX2,3
SA74982,NFE2L3,3
SA74982,KMT2C,4
SA74982,PCDHGA2,1
SA74982,HACE1,8
SA74982,RAD54L,5
SA74982,DHX15,3
SA74982,MLEC,5
SA74982,OPRM1,22
SA74982,GMDS,2
SA74982,SLC5A7,3
SA74982,RAB3GAP2,1
SA74982,MTRR,15
SA74982,FASTKD3,8
SA74982,ITFG1,7
